test_id	test_value
M500-9	179,159055657969
M500-9	179,24750682839
M500-9	179,242762382115
M500-9	179,270587109041
M500-9	179,265072509062
M500-9	179,268428245617
M500-9	179,012854657039
M500-9	179,254999216771
M500-9	179,236566996206
M500-9	179,240412617896
M500-9	178,988380051941
M500-9	179,215684882084
M500-9	179,205445487384
M500-9	179,201218064102
M500-9	179,256052446411
M500-9	179,218743973775
M500-9	179,223408410156
M500-9	178,809581804166
M500-9	179,265979287844
M500-9	179,251724425897
M500-9	178,850414455239
M500-9	179,166416568104
M500-9	179,177398978651
M500-9	179,209447385705
M500-9	179,248094035496
M500-9	179,160784058811
M500-9	179,230760430304
M500-9	179,252987272097
M500-9	179,266089710858
M500-9	179,220533668745
M500-9	179,232357820795
M500-9	179,257512276034
M500-9	179,25124109128
M500-9	179,207988959765
M500-9	179,258922040988
M500-9	179,259813847163
M500-9	179,152602462406
M500-9	179,262867324121
M500-9	179,243035164382
M500-9	179,187295874863
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,1
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,3
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,1
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
M700-14-1	7,2
OSKP600-76	12,288
OSKP600-76	12,564
OSKP600-76	12,565
OSKP600-76	12,199
OSKP600-76	11,662
OSKP600-76	12,82
OSKP600-76	11,731
OSKP600-76	12,315
OSKP600-76	11,985
OSKP600-76	11,427
OSKP600-76	12,864
OSKP600-76	13,105
OSKP600-76	11,36
OSKP600-76	11,824
OSKP600-76	12,886
OSKP600-76	12,046
OSKP600-76	11,999
OSKP600-76	12,384
OSKP600-76	11,477
OSKP600-76	12,141
OSKP600-76	12,538
OSKP600-76	13,02
OSKP600-76	11,983
OSKP600-76	12,166
OSKP600-76	12,294
OSKP600-76	12,301
OSKP600-76	12,68
OSKP600-76	12,386
OSKP600-76	12,404
OSKP600-76	11,832
OSKP600-76	12,483
OSKP600-76	12,802
OSKP600-76	13,044
OSKP600-76	12,038
OSKP600-76	12,197
OSKP600-76	12,321
OSKP600-76	13,07
OSKP600-76	12,375
OSKP600-76	11,61
OSKP600-76	11,284
OSKP600-76	12,782
OSKP600-76	12,674
OSKP600-76	12,234
OSKP600-76	12,241
OSKP600-76	12,548
OSKP600-76	12,789
OSKP600-76	12,349
OSKP600-76	12,687
OSKP600-76	12,471
OSKP600-76	13,13
OSKP600-76	11,695
OSKP600-76	11,528
OSKP600-76	12,31
OSKP600-76	12,037
OSKP600-76	12,59
OSKP600-76	12,47
OSKP600-76	12,605
OSKP600-76	12,604
OSKP600-76	12,275
OSKP600-76	12,386
OSKP600-76	12,378
OSKP600-76	9,3
SKP300-04	62,18
SKP300-04	61,88
SKP300-04	58,68
SKP300-04	60,44
SKP300-04	62,66
SKP300-04	63,4
SKP300-04	63,7
SKP300-04	59,72
SKP300-04	62,3
SKP300-04	61,04
SKP300-04	60,98
SKP300-04	60,94
SKP300-04	59,36
SKP300-04	60,94
SKP300-04	60,46
SKP300-04	61,98
SKP300-04	61,92
SKP300-04	64,2
SKP300-04	63,74
SKP300-04	59,58
SKP300-04	62,92
SKP300-04	62,52
SKP300-04	62,52
SKP300-04	59,26
SKP300-04	59,12
SKP300-04	61,22
SKP300-04	61,82
SKP300-04	58,56
SKP300-04	58,64
SKP300-04	61,16
SKP300-04	63,22
SKP300-04	62,64
SKP300-04	60,78
SKP300-04	60,9
SKP300-04	63,44
SKP300-04	62,06
SKP300-04	63,78
SKP300-04	60,66
SKP300-04	62,38
SKP300-04	62,26
SKP300-04	60,54
SKP300-04	62,22
SKP300-04	63,84
SKP300-04	64,1
SKP300-04	61,52
SKP300-04	63,7
SKP300-04	61,62
SKP300-04	59,8
SKP300-04	63,38
SKP300-04	64,88
SKP300-04	58,1
SKP300-04	61,44
SKP300-04	66,36
SKP300-04	62,68
SKP300-04	61,8
SKP300-04	64,98
SKP300-04	60,42
SKP300-04	59,44
SKP300-04	59,28
SKP300-04	60,1
SKP300-04	60,96
SKP300-04	58,44
M300-8	-6,84677978596452
M300-8	-7,44600908142369
M300-8	-6,59728261152534
M300-8	-6,70486259217328
M300-8	-6,83736382129316
M300-8	-6,79631735249447
M300-8	-7,00573878492614
M300-8	-6,6989353991396
M300-8	-6,77025276870877
M300-8	-6,73540210661572
M300-8	-6,96311853822846
M300-8	-6,78197190104314
M300-8	-6,57888221763673
M300-8	-6,80872513515881
M300-8	-6,88462948697125
M300-8	-6,89919994191422
M300-8	-6,86401674679295
M300-8	-6,87202490553866
M300-8	-6,81838228148163
M300-8	-6,60941748632706
M300-8	-6,91099600849747
M300-8	-6,89654712963073
M300-8	-6,82633460920149
M300-8	-6,65297836584676
M300-8	-6,72419866719011
M300-8	-6,7360324909535
M300-8	-6,83781935510932
M300-8	-6,63239737082482
M300-8	-6,70809024223527
M300-8	-6,87732929171484
M300-8	-6,84814959381183
M300-8	-6,67861365920005
M300-8	-6,71947492487941
M300-8	-6,82633512300509
M300-8	-6,83343518995721
M300-8	-6,84904940705395
M300-8	-6,81340772636974
M300-8	-6,76645831805973
M300-8	-6,89419824312558
M300-8	-6,81731187420108
M300-8	-6,65423084157012
M300-8	-6,782949732933
M300-8	-6,90214327686296
M300-8	-6,9140497024928
M300-8	-6,71859126455185
M300-8	-6,92759927165214
M300-8	-6,77335133204467
M300-8	-6,81946627113492
M300-8	-6,87360484746781
M300-8	-6,88939840808271
M300-8	-6,57371086569447
M300-8	-6,8469813969499
M300-8	-7,00003349243794
M300-8	-7,40864376974231
M300-8	-6,91429796713631
M300-8	-6,88875185726073
M300-8	-6,61207164827707
M300-8	-6,61867827312653
M300-8	-6,64366599137374
M300-8	-6,68011471096447
M300-8	-6,9365809845056
M300-8	-6,67048142881246
M600-0	8,15555098996498
M600-0	8,2516514371708
M600-0	8,24755119835027
M600-0	8,17202233561315
M600-0	8,15382642599754
M600-0	8,16579278822057
M600-0	8,15956324082799
M600-0	8,19855950360186
M600-0	8,18761380168609
M600-0	8,37356755111367
M600-0	8,20762226322666
M600-0	8,22365366908722
M600-0	8,2666621827241
M600-0	8,19282268877141
M600-0	8,25661395797506
M600-0	8,19071097779088
M600-0	8,2729621204827
M600-0	8,26731329360977
M600-0	8,20684796920046
M600-0	8,21555877699517
M600-0	8,23102705992758
M600-0	8,16661987502128
M600-0	8,15182030056603
M600-0	8,34370443833061
M600-0	8,17994125179015
M600-0	8,17721362510696
M600-0	8,2322764889244
M600-0	8,31744883180596
M600-0	8,31831111378968
M600-0	8,20756947045215
M600-0	8,3227457068488
M600-0	8,26569431519136
M600-0	8,26367059216835
M600-0	8,16003837579861
M600-0	8,16290678321384
M600-0	8,27658722433262
M600-0	8,16486011587083
M600-0	8,29464235321619
M600-0	8,15585014902055
M600-0	8,313647752041
M600-0	8,38343979994766
M600-0	8,39213301015086
M600-0	8,16486011587083
M600-0	8,32422390453517
M600-0	8,18932076806203
M600-0	8,28960944204591
M600-0	8,18471019908786
M600-0	8,29971045956947
M600-0	8,20635523663834
M600-0	8,15787387204357
M600-0	8,3247166370973
M600-0	8,18513254128396
M600-0	8,15046528602019
M600-0	8,35025074237026
M600-0	8,3192085909564
M600-0	8,24003702677786
M600-0	8,18509734610096
M600-0	8,25823293639347
M600-0	8,20167427729815
M600-0	8,17751278416254
M600-0	8,29344571699388
M600-0	8,27579533271492
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,2
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,2
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,2
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,2
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M700-14-2	-7,3
M600-3	6,503
M600-3	6,608
M600-3	6,563
M600-3	6,588
M600-3	6,605
M600-3	6,585
M600-3	6,615
M600-3	6,614
M600-3	6,625
M600-3	6,525
M600-3	6,565
M600-3	6,524
M600-3	6,641
M600-3	6,593
M600-3	6,556
M600-3	6,5
M600-3	6,505
M600-3	6,615
M600-3	6,605
M600-3	6,522
M600-3	6,609
M600-3	6,528
M600-3	6,525
M600-3	6,657
M600-3	6,551
M600-3	6,547
M600-3	6,551
M600-3	6,508
M600-3	6,503
M600-3	6,54
M600-3	6,604
M600-3	6,475
M600-3	6,608
M600-3	6,519
M600-3	6,543
M600-3	6,468
M600-3	6,476
M600-3	6,486
M600-3	6,535
M600-3	6,552
M600-3	6,61
M600-3	6,551
M600-3	6,505
M600-3	6,637
M600-3	6,554
M600-3	6,535
M600-3	6,591
M600-3	6,551
M600-3	6,442
M600-3	6,608
M600-3	6,658
M600-3	6,553
M600-3	6,568
M600-3	6,582
M600-3	6,541
M600-3	6,589
M600-3	6,56
M600-3	6,55
M600-3	6,52
M600-3	6,46
M600-3	6,608
M600-3	6,653
SKP600-12	4,584
SKP600-12	4,607
SKP600-12	4,584
SKP600-12	4,62
SKP600-12	4,72
SKP600-12	4,638
SKP600-12	4,506
SKP600-12	4,717
SKP600-12	4,665
SKP600-12	4,652
SKP600-12	4,639
SKP600-12	4,688
SKP600-12	4,722
SKP600-12	4,587
SKP600-12	4,623
SKP600-12	4,615
SKP600-12	4,654
SKP600-12	4,599
SKP600-12	4,693
SKP600-12	4,575
SKP600-12	4,598
SKP600-12	4,593
SKP600-12	4,599
SKP600-12	4,725
SKP600-12	4,641
SKP600-12	4,575
SKP600-12	4,624
SKP600-12	4,627
SKP600-12	4,809
SKP600-12	4,658
SKP600-12	4,683
SKP600-12	4,575
SKP600-12	4,558
SKP600-12	4,583
SKP600-12	4,619
SKP600-12	4,67
SKP600-12	4,652
SKP600-12	4,674
SKP600-12	4,496
SKP600-12	4,665
SKP600-12	4,627
SKP600-12	4,637
SKP600-12	4,661
SKP600-12	4,632
SKP600-12	4,678
SKP600-12	4,413
SKP600-12	4,635
SKP600-12	4,809
SKP600-12	4,544
SKP600-12	4,836
SKP600-12	4,591
SKP600-12	4,673
SKP600-12	4,687
SKP600-12	4,676
SKP600-12	4,683
SKP600-12	4,607
SKP600-12	4,65
SKP600-12	4,621
SKP600-12	4,629
SKP600-12	4,579
SKP600-12	4,611
SKP600-12	4,721
SKP600-75	16,943
SKP600-75	17,06
SKP600-75	17,203
SKP600-75	16,904
SKP600-75	15,767
SKP600-75	17,594
SKP600-75	15,816
SKP600-75	15,639
SKP600-75	15,296
SKP600-75	14,317
SKP600-75	17,482
SKP600-75	17,675
SKP600-75	15,41
SKP600-75	15,923
SKP600-75	17,115
SKP600-75	13,996
SKP600-75	16,199
SKP600-75	17,181
SKP600-75	16,489
SKP600-75	16,806
SKP600-75	16,618
SKP600-75	17,522
SKP600-75	15,404
SKP600-75	16,988
SKP600-75	17,06
SKP600-75	16,882
SKP600-75	17,217
SKP600-75	16,788
SKP600-75	17,352
SKP600-75	16,342
SKP600-75	17,419
SKP600-75	17,387
SKP600-75	17,848
SKP600-75	16,747
SKP600-75	17,192
SKP600-75	17,319
SKP600-75	17,83
SKP600-75	17,199
SKP600-75	15,556
SKP600-75	14,577
SKP600-75	17,298
SKP600-75	17,308
SKP600-75	15,841
SKP600-75	16,029
SKP600-75	17,131
SKP600-75	17,591
SKP600-75	16,96
SKP600-75	16,32
SKP600-75	17,343
SKP600-75	17,099
SKP600-75	15,468
SKP600-75	16,788
SKP600-75	17,317
SKP600-75	16,451
SKP600-75	17,342
SKP600-75	16,827
SKP600-75	17,22
SKP600-75	16,918
SKP600-75	15,808
SKP600-75	17,149
SKP600-75	16,836
SKP600-75	14,293
69420	114331,0
69420	114332,0
69420	114330,0
69420	114340,0
69420	114343,0
69420	114342,0
69420	114333,0
69420	114305,0
69420	114307,0
69420	114304,0
69420	114306,0
69420	114315,0
69420	114313,0
69420	114312,0
69420	114311,0
69420	114314,0
69420	114361,0
69420	114362,0
69420	114357,0
69420	114358,0
69420	114359,0
69420	114360,0
69420	114319,0
69420	114317,0
69420	114318,0
69420	114316,0
69420	114349,0
69420	114310,0
69420	114309,0
69420	114308,0
69420	114351,0
69420	114300,0
69420	114302,0
69420	114301,0
69420	114327,0
69420	114328,0
69420	114326,0
69420	114325,0
69420	114335,0
69420	114339,0
69420	114338,0
69420	114337,0
69420	114336,0
69420	114334,0
69420	114346,0
69420	114347,0
69420	114348,0
69420	114344,0
69420	114350,0
69420	114352,0
69420	114353,0
69420	114354,0
69420	114355,0
69420	114356,0
69420	114320,0
69420	114321,0
69420	114322,0
69420	114323,0
69420	114324,0
69420	114329,0
69420	114363,0
69420	114303,0
M200-6	0,30847965724452
M200-6	0,33294980358036
M200-6	0,36655344274017
M200-6	0,384847287085874
M200-6	0,3317412246189
M200-6	0,321742550340812
M200-6	0,328773285533743
M200-6	0,383353769791454
M200-6	0,360323698335848
M200-6	0,394019020915515
M200-6	0,318987267337677
M200-6	0,303784844823425
M200-6	0,418867402548885
M200-6	0,346506070893455
M200-6	0,315538293122454
M200-6	0,337978766306589
M200-6	0,319834007796376
M200-6	0,30445529644918
M200-6	0,338931263248094
M200-6	0,414112308331159
M200-6	0,316945851671995
M200-6	0,308204428585951
M200-6	0,308847520404689
M200-6	0,388727169737855
M200-6	0,392418327900581
M200-6	0,382049543998843
M200-6	0,34014042967619
M200-6	0,410791205249467
M200-6	0,396986608884122
M200-6	0,334546527502947
M200-6	0,32321300417514
M200-6	0,369404531655438
M200-6	0,352528713445001
M200-6	0,331203268863573
M200-6	0,269333380039988
M200-6	0,329856698889876
M200-6	0,312685128189015
M200-6	0,320488647821304
M200-6	0,257395299064559
M200-6	0,333757170143281
M200-6	0,372290004978142
M200-6	0,311055292514181
M200-6	0,262405646940644
M200-6	0,324593531307751
M200-6	0,307476259790167
M200-6	0,273556904503057
M200-6	0,346340263282339
M200-6	0,357444667828408
M200-6	0,319727004793512
M200-6	0,340298855889455
M200-6	0,399336245649135
M200-6	0,318297082744504
M200-6	0,308554954096608
M200-6	0,308715868804187
M200-6	0,329467599437883
M200-6	0,293885083099626
M200-6	0,391783096998482
M200-6	0,376283851600458
M200-6	0,391150521626859
M200-6	0,361135697589466
M200-6	0,355743278270445
M200-6	0,437453218918975
M200-9	179,294079136508
M200-9	179,295068264656
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,293796528465
M200-9	179,29570413275
M200-9	179,295845436774
M200-9	179,290263927937
M200-9	179,295562828731
M200-9	179,295704132753
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,295068264655
M200-9	179,296057392804
M200-9	179,289981319893
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,294432396561
M200-9	179,296057392804
M200-9	179,294008484497
M200-9	179,291959576192
M200-9	179,296057392804
M200-9	179,295280220688
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,29570413275
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,29309000836
M200-9	179,296057392804
M200-9	179,294997612647
M200-9	179,296057392804
M200-9	179,294644352591
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,293937832488
M200-9	179,292603866379
M200-9	179,295633480742
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,296057392804
M200-9	179,295350872698
M200-9	179,296057392804
M200-9	179,293725876454
M200-9	179,295774784761
M200-9	179,295933868759
M200-9	179,294997612644
M200-9	179,296057392804
M200-9	179,296047567028
M200-9	179,296057392804
M200-9	179,285645813075
M200-9	179,296057392804
M200-9	179,296057392804
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	-0,099999
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	-0,099999
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M200-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	-0,099999
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	-0,099999
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M400-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,1
M500-10	0,0
M500-10	0,0
M500-10	0,1
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,1
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,1
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M500-10	0,0
M100-3	0,1
M100-3	0,0
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,0
M100-3	0,3
M100-3	0,1
M100-3	0,2
M100-3	0,1
M100-3	0,1
M100-3	-0,099999
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,0
M100-3	0,1
M100-3	0,1
M100-3	-0,099999
M100-3	0,2
M100-3	-0,099999
M100-3	0,1
M100-3	0,0
M100-3	0,1
M100-3	-0,099999
M100-3	0,1
M100-3	0,0
M100-3	0,1
M100-3	0,1
M100-3	0,2
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	-0,099999
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	0,1
M100-3	-0,099999
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,0
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,0
M300-10	0,1
M300-10	0,1
M300-10	0,1
OM600-5	5,521
OM600-5	5,509
OM600-5	5,508
OM600-5	5,482
OM600-5	5,485
OM600-5	5,502
OM600-5	5,468
OM600-5	5,494
OM600-5	5,463
OM600-5	5,484
OM600-5	5,467
OM600-5	5,582
OM600-5	5,463
OM600-5	5,447
OM600-5	5,451
OM600-5	5,454
OM600-5	5,492
OM600-5	5,443
OM600-5	5,462
OM600-5	5,448
OM600-5	5,435
OM600-5	5,569
OM600-5	5,476
OM600-5	5,485
OM600-5	5,491
OM600-5	5,479
OM600-5	5,519
OM600-5	5,471
OM600-5	5,46
OM600-5	5,467
OM600-5	5,462
OM600-5	5,475
OM600-5	5,466
OM600-5	5,469
OM600-5	5,41
OM600-5	5,468
OM600-5	5,508
OM600-5	5,477
OM600-5	5,454
OM600-5	5,411
OM600-5	5,509
OM600-5	5,485
OM600-5	5,5
OM600-5	5,469
OM600-5	5,466
OM600-5	5,577
OM600-5	5,5
OM600-5	5,48
OM600-5	5,595
OM600-5	5,474
OM600-5	5,489
OM600-5	5,505
OM600-5	5,482
OM600-5	5,512
OM600-5	5,471
OM600-5	5,44
OM600-5	5,5
OM600-5	5,475
OM600-5	5,484
OM600-5	5,534
OM600-5	5,439
OM600-5	5,477
OSKP600-03	5,521
OSKP600-03	5,509
OSKP600-03	5,508
OSKP600-03	5,482
OSKP600-03	5,485
OSKP600-03	5,502
OSKP600-03	5,468
OSKP600-03	5,494
OSKP600-03	5,463
OSKP600-03	5,484
OSKP600-03	5,467
OSKP600-03	5,582
OSKP600-03	5,463
OSKP600-03	5,447
OSKP600-03	5,451
OSKP600-03	5,454
OSKP600-03	5,492
OSKP600-03	5,443
OSKP600-03	5,462
OSKP600-03	5,448
OSKP600-03	5,435
OSKP600-03	5,569
OSKP600-03	5,476
OSKP600-03	5,485
OSKP600-03	5,491
OSKP600-03	5,479
OSKP600-03	5,519
OSKP600-03	5,471
OSKP600-03	5,46
OSKP600-03	5,467
OSKP600-03	5,462
OSKP600-03	5,475
OSKP600-03	5,466
OSKP600-03	5,469
OSKP600-03	5,41
OSKP600-03	5,468
OSKP600-03	5,508
OSKP600-03	5,477
OSKP600-03	5,454
OSKP600-03	5,411
OSKP600-03	5,509
OSKP600-03	5,485
OSKP600-03	5,5
OSKP600-03	5,469
OSKP600-03	5,466
OSKP600-03	5,577
OSKP600-03	5,5
OSKP600-03	5,48
OSKP600-03	5,595
OSKP600-03	5,474
OSKP600-03	5,489
OSKP600-03	5,505
OSKP600-03	5,482
OSKP600-03	5,512
OSKP600-03	5,471
OSKP600-03	5,44
OSKP600-03	5,5
OSKP600-03	5,475
OSKP600-03	5,484
OSKP600-03	5,534
OSKP600-03	5,439
OSKP600-03	5,477
SKP300-01	6,82398202288238
SKP300-01	6,90012015386067
SKP300-01	6,54030352624334
SKP300-01	6,6747332462429
SKP300-01	6,80923251622388
SKP300-01	6,75584949593968
SKP300-01	6,98750549622568
SKP300-01	6,68640919935423
SKP300-01	6,76789272685406
SKP300-01	6,72687772231713
SKP300-01	6,93766994870021
SKP300-01	6,77096888050118
SKP300-01	6,53582822186444
SKP300-01	6,77653643367394
SKP300-01	6,85219903446915
SKP300-01	6,8986906538463
SKP300-01	6,85909968451802
SKP300-01	6,86946726129064
SKP300-01	6,80251478430901
SKP300-01	6,60258662385233
SKP300-01	6,88203029294955
SKP300-01	6,88233730291284
SKP300-01	6,82076289099329
SKP300-01	6,64885762417212
SKP300-01	6,69667815236811
SKP300-01	6,72163422382115
SKP300-01	6,81601783988807
SKP300-01	6,59167436174251
SKP300-01	6,70732748336189
SKP300-01	6,85574873664851
SKP300-01	6,83200624188022
SKP300-01	6,59226904589166
SKP300-01	6,71244553620064
SKP300-01	6,81787527367089
SKP300-01	6,76709048869542
SKP300-01	6,83933841754365
SKP300-01	6,80028033238186
SKP300-01	6,7554361861051
SKP300-01	6,86924687416998
SKP300-01	6,80086309760219
SKP300-01	6,6161101526028
SKP300-01	6,74940807206519
SKP300-01	6,88159212799856
SKP300-01	6,89149664139663
SKP300-01	6,70501889020056
SKP300-01	6,91720874807859
SKP300-01	6,72547838432426
SKP300-01	6,7703032468173
SKP300-01	6,83656009160076
SKP300-01	6,87833285132632
SKP300-01	6,53431576060232
SKP300-01	6,82449286968186
SKP300-01	6,91449980230767
SKP300-01	6,84582911089988
SKP300-01	6,89588326943963
SKP300-01	6,87419894665434
